,Text,Label
735,The government is closing businesses to stop the spread of coronavirus even though “the numbers are nothing compared to H1N1 or Ebola. Everyone needs to realize our government is up to something …”,Fake
736,President Donald Trump is “announcing tomorrow that the U.S. is going into quarantine for the next 14 days.”,Fake
737,Photos show animals returning to clear Venice canals.,Fake
738,President Donald Trump “will evoke (sic) what is called the Stafford act” and “order a two week mandatory quarantine for the nation.”,Fake
739,“Now,Fake
740,“Sunlight actually can kill the [novel coronavirus].”,Fake
741,All baby formula providers are shipping formula for free during the coronavirus outbreak.,Fake
742,Claim that Dr. Anthony Fauci’s statement that the coronavirus death rate is 10 times that of the seasonal flu is “a claim without any scientific basis.”,Fake
743,No evidence that 5G is being forcibly installed in schools.,Fake
744,Dallas student celebrating spring break collapses from coronavirus.,Fake
745,Coronavirus is the least deadly virus.,Fake
746,“So Oscar Health,Fake
747,“Bill Gates told us about the coronavirus in 2015.”,Fake
748,The WHO offered the testing kits that they have available and to give it to us now. We refused them. We did not want to buy them.”,Fake
749,Says businesses will give you free baby formula during the coronavirus outbreak.,Fake
750,“George Soros owns the WuXi PHARMA LAB located in Wuhan,Fake
751,Did genetic mutations cause the coronavirus to become more dangerous.,Fake
752,President Donald Trump “cut funding to the CDC,Fake
753,A meme shows an image of fully stocked shelves of toilet paper,Fake
754,Coronavirus is just “the damn flu.”,Fake
755,The novel coronavirus is not new.,Fake
756,A video viewed more than 2.4 million times on Facebook urges people to inhale steam to “kill” the novel coronavirus.,Fake
757,“COVID-19 started because we eat animals.”,Fake
758,A meme posted offers mixed advice — some true,Fake
759,A video showing a man infected with coronavirus and touching pieces of bread in a supermarket in Europe.,Fake
760,LGBTQ people in the US are demanding to be treated first for coronavirus.,Fake
761,Says that “over a 45-minute period that we had the press conference” on the coronavirus on March 13,Fake
762,Curfew issued for Bossier city due to coronavirus.,Fake
763,CEO Resignations Are Linked To Global Conspiracy.,Fake
764,Coronavirus is found in crab legs.,Fake
765,Military on streets of Philadelphia preparing to invoke martial law and bring citizens to FEMA camps.,Fake
766,Article overstates threat of coronavirus.,Fake
767,A post shows a rail freight tanker with “COVID-19” stamped on one side.,Fake
768,“Italy has decided not to treat their elderly for this virus.”,Fake
769,A misleading chart being spread on Facebook,Fake
770,Says The New York Times exposed the “real reason behind coronavirus hype: Crash the market to harm Trump’s re-election chances.”,Fake
771,The coronavirus scare began after impeachment.,Fake
772,“It’s actually the safest time to fly.”,Fake
773,Supermarkets are recalling coronavirus-infected toilet paper.,Fake
774,Man did pass along coronavirus infection at a WalMart in Louisiana.,Fake
775,In South Florida “all children and adults must remain in their homes” due to coronavirus.,Fake
776,NYC did implement a citywide quarantine.,Fake
777,Drinking “water a lot and gargling with warm water and salt or vinegar eliminates” the coronavirus.,Fake
778,“President Trump,Fake
779,Says Tom Hanks has a volleyball to keep him company while he’s quarantined.,Fake
780,COVID-19 came to the United States in 2019.,Fake
781,The U.S. presidential election is canceled due to coronavirus.,Fake
782,Of the Trump administration’s European travel restrictions that exempt the U.K.: “Well,Fake
783,Australian hospital staff rolled in a Wilson volleyball to keep Tom Hanks company in quarantine.,Fake
784,A former and controversial CIA officer said coronavirus was made in a lab.,Fake
785,If you donate blood,Fake
786,“During the 2009 swine flu outbreak,Fake
787,Donald Trump claims Joe Biden “was in charge of the H1N1 Swine Flu epidemic which killed thousands of people. The response was one of the worst on record. Our response is one of the best,Fake
788,Says Nancy Pelosi was “caught trying to include abortion funding in bill to combat coronavirus.”,Fake
789,In 2007,Fake
790,“The CDC can detain anyone with a fever indefinitely. Vaccination (is) a way people could get out of detention.”,Fake
791,Coronavirus found in toilet paper.,Fake
792,Gargling salt water and vinegar will kill the virus.,Fake
793,“MSNBC actually said on air ‘I hope enough people die from coronavirus that it harms Trump’s re-election.’”,Fake
794,Holding your breath can test for COVID-19.,Fake
795,“NYC man drops dead in middle of street — suspected coronavirus!”,Fake
796,The health insurance industry has “agreed to waive all co-payments for coronavirus treatments.”,Fake
797,Does Mexico have confirmed cases of COVID-19?,Fake
798,You can monitor yourself for COVID-19 with a breath test.,Fake
799,Tweet says Daniel Radcliffe has the coronavirus.,Fake
800,Post says Harvard scientists say the coronavirus is “spreading so fast that it will infect 70% of humanity this year.”,Fake
801,Every U.S. election year has a disease outbreak.,Fake
802,10,Fake
803,Hand sanitizer will “do nothing for the coronavirus.”,Fake
804,“(Former U.S. President Barack Obama) set up anti-pandemic programs in 47 vulnerable countries as a way to protect against something like the coronavirus. Do you know that Trump closed 37 of them?”,Fake
805,“Coronavirus — 22. Clintons — 39.”,Fake
806,Post says “President Trump has come into contact with a potential coronavirus sufferer!”,Fake
807,Donating blood in the U.S. can get you a novel coronavirus test.,Fake
808,Says 80% of novel coronavirus cases are “mild.”,Fake
809,Post says “being exposed to the sun for two hours” kills the 2019 coronavirus.,Fake
810,Freshly boiled garlic water is a cure for coronavirus.,Fake
811,Department of Homeland Security official says illegal border crossings may spread coronavirus.,Fake
812,A NYC Man With Suspected Coronavirus Drops Dead in the Middle of the Street.,Fake
813,States are imposing mandatory leave and statewise school closures due to coronavirus.,Fake
814,Consuming colloidal silver can prevent or treat novel coronavirus.,Fake
815,A Facebook post shared 25,Fake
816,Former diplomat Henry Kissinger encouraged mandatory vaccination,Fake
817,U.S. hospitals are preparing for 96 million coronavirus infections and nearly half a million deaths,Fake
818,“More people have died from knowing Hillary (Clinton)” than from coronavirus.,Fake
819,As of 3/7/20,Fake
820,Vietnam was the first country to contain and develop a quick test for SARS and COVID-19.,Fake
821,Bloggers say Nancy Pelosi delayed coronavirus funding so “Dems could campaign on it.”,Fake
822,The mayor Of Buffalo told people to evacuate due to the coronavirus outbreak.,Fake
823,CDC sponsored Facebook post asking for help with “escaped” coronavirus patient.,Fake
824,If the coronavirus gets in your mouth,Fake
825,“Anybody that wants a test (for the coronavirus) can get a test.”,Fake
826,Donating plasma or blood is free testing for the coronavirus.,Fake
827,Novel coronavirus has a 99.7% survival rate.,Fake
828,The coronavirus test costs $3,Fake
829,Every election year has a disease; coronavirus has a contagion factor of 2 and a cure rate of 99.7% for those under 50 it infects.,Fake
830,President Donald Trump tweeted,Fake
831,The coronavirus outbreak is caused by 5G technology.,Fake
832,Shanghai government officially recommends Vitamin C for COVID-19.,Fake
833,Officials say coronavirus killed 200 in Iran.,Fake
834,“Man visited Albany,Fake
835,Trump’s effort to blame Obama for sluggish coronavirus testing.,Fake
836,“The State of Florida has announced measures that all workplaces with 10 employees or more are to have paid mandatory leave to avoid the spread of COVID-19 coronavirus starting on March 6,Fake
837,The common cold is the only type of coronavirus.,Fake
838,The media “pulled down an entire shelf of goods so that they can present the news of people buying stuff in a hysteria over the coronavirus.”,Fake
839,“The Obama administration made a decision on testing that turned out to be very detrimental to what we’re doing” on the coronavirus.,Fake
840,The Obama administration “didn’t do anything about” swine flu.,Fake
841,“With regard to the cost,Fake
842,A bovine vaccine can be used to inoculate people against coronavirus.,Fake
843,Patents mean deadly diseases and viruses were created or invented in a lab.,Fake
844,Ads are selling masks protecting against COVID-19.,Fake
845,Bloggers say the Vatican reports that Pope Francis tested negative for the coronavirus before a second test came back positive.,Fake
846,Video shows President Donald Trump saying COVID-19 is the Democrats’ “new hoax.”,Fake
847,An image shows Senate Minority Leader Chuck Schumer criticizing President Trump’s restrictions on foreign nationals traveling to the U.S. from China.,Fake
848,The CDC recommends men shave their beards to be protected against the new coronavirus.,Fake
849,The government — or specific states such as Michigan or Florida — has mandated that employers and schools close for two weeks.,Fake
850,Pope Francis and his two aides have been infected with the new coronavirus,Fake
851,Journalist claims a coronavirus patient was murdered.,Fake
852,“Coronavirus hoax: Fake virus pandemic fabricated to cover-up global outbreak of 5G Syndrome.”,Fake
853,Post says two patients at Valley Regional Medical Center in Brownsville,Fake
854,The United States is “actually screening fewer people (for the coronavirus than other countries) because we don’t have appropriate testing.”,Fake
855,U.S. Vice President Pence urged people with coronavirus to go to the police.,Fake
856,U.S. Senator Lindsey Graham says President Trump “probably knows more about medicine and specifically viruses than any of the so-called scientists at the NIH and CDC.”,Fake
857,Post says “sanitizer will do nothing for the coronavirus.”,Fake
858,A bovine coronavirus vaccine,Fake
859,The coronavirus is “simply the common cold.”,Fake
860,“Florida hospital reports a coronavirus ‘infestation’ with multiple confirmed patients.”,Fake
861,Photo shows a man wearing a “government issued Saint Laurent hazardous materials suit.”,Fake
862,“Shands Hospital of Gainesville,Fake
863,Pope Francis and two aides tested positive for coronavirus.,Fake
864,Post says no one has died from the coronavirus in the United States.,Fake
865,President Barack Obama “waited six months to call swine flu an emergency after thousands died.”,Fake
866,A video says the Vatican confirmed Pope Francis and two aides tested positive for coronavirus.,Fake
867,CDC recommends men shave their beards to be protected against the new coronavirus.,Fake
868,14 points of expert advice about coronavirus,Fake
869,Doctors recommend carbon filter face masks to prevent coronavirus spread.,Fake
870,A “poll finds 38% of Americans say they will not drink Corona beer because of the virus.”,Fake
871,“Every election year has a disease” — SARS in 2004; avian flu in 2008; swine flu in 2010; MERS in 2012; Ebola in 2014 and 2018; Zika in 2016 and the coronavirus in 2020.,Fake
872,Election years in the United States coincide with major disease outbreaks.,Fake
873,“The coronavirus has made it to Mississippi and the lady that caught it wasn’t around anybody with it,Fake
874,Florida man is arrested for robbery using cough as a weapon.,Fake
875,“‘Akira’ is a 1988 movie about an apocalyptic event taking place months before Tokyo 2020 Olympics,Fake
876,“The blood test for coronavirus costs $3,Fake
877,”America has been vaccinating cattle for coronavirus for years,Fake
878,Lysol products can kill the novel coronavirus.,Fake
879,Starting in March,Fake
880,“Coronavirus: Florida man arrested for robbery using cough as a weapon.”,Fake
881,Hair Weaves And Lace Front Wigs Made In China Likely To Contain coronavirus.,Fake
882,Cocaine kills the coronavirus.,Fake
883,“Hair weave and lace fronts manufactured in China may contain the coronavirus.”,Fake
884,CDC issued facial hair recommendation for novel coronavirus prevention.,Fake
885,The CDC recommends men shave their beards to protect against coronavirus.,Fake
886,A post says “hair weave and lace fronts manufactured in China may contain the coronavirus.”,Fake
887,A post say “hair weave and lace fronts manufactured in China may contain the coronavirus.”,Fake
888,The mortality rate for the flu is “right around” that of the new coronavirus: “It’s right around 2%.”,Fake
889,Coronavirus is a bioweapon leaked from a Wuhan lab.,Fake
890,President Trump claims the virus is under control and testing is available.,Fake
891,Coronavirus patients are being “cremated alive” in China.,Fake
892,Evidence indicates COVID-19 escaped a Chinese lab that was researching it,Fake
893,Radio host Rush Limbaugh compares novel coronavirus to “the common cold.”,Fake
894,“The coronavirus is the common cold,Fake
895,Video says President Donald Trump spawned the “Wuhan super virus outbreak under code name ‘zyphr.’”,Fake
896,Bill Gates wrote a letter saying COVID-19 is teaching humans a lesson.,Fake
897,Post says “people of color may be immune to the coronavirus because of melanin.”,Fake
898,Six coronavirus cases confirmed in Wichita,Fake
899,The Simpsons predicted the new coronavirus outbreak.,Fake
900,20 million Chinese convert to Islam,Fake
901,A video says “the coronavirus was invented and patented in the USA and then planted in China.”,Fake
902,Coronavirus is a biological warfare weapon.,Fake
903,Studies show the coronavirus was engineered to be a bioweapon.,Fake
904,The 2008 book “End of Days” predicted the current coronavirus outbreak.,Fake
905,20 million Chinese people converted to Islam after it was proven that the coronavirus does not affect Muslims.,Fake
906,Data shows a massive release of sulfur dioxide gas near Wuhan.,Fake
907,Popping bubble wrap exposes people to coronavirus.,Fake
908,Cocaine kills the coronavirus.,Fake
909,Latest research by Chinese scientists said coronavirus will render most male patients infertile.,Fake
910,High levels of sulfur dioxide in Wuhan “may be a sign of mass cremations of victims of the coronavirus.”,Fake
911,A residential building was set on fire in Wuhan to control spread of coronavirus.,Fake
912,High-rise buildings have become human incinerators to combat the spread of the coronavirus.,Fake
913,Coronavirus cases reported in Rome,Fake
914,Silver Solution used on strains of coronavirus “totally eliminates it. Kills it. Deactivates it.”,Fake
915,The coronavirus pandemic can be dramatically slowed,Fake
916,The coronavirus pandemic can be dramatically slowed,Fake
917,“Breaking: UK prepares for full lockdown after hundreds of new cases — Wuhan super virus updates.”,Fake
918,Autopsy reveals a Wuhan doctor was murdered in his sickbed.,Fake
919,The new coronavirus “causes sudden death syndrome.”,Fake
920,China seeks court approval to kill over 20,Fake
921,Vitamin C stops or slows novel coronavirus.,Fake
922,The novel coronavirus contains “pShuttle-SN” sequence,Fake
923,Video from China shows people fleeing from coronavirus quarantine.,Fake
924,Vitamin C can “stop” the new coronavirus.,Fake
925,“The coronavirus was engineered by scientists in a lab.”,Fake
926,Scientists “are shocked to discover that weed kills coronavirus.”,Fake
927,“You’re more likely to die of influenza right now” than the 2019 coronavirus.,Fake
928,Coronavirus contains “HIV insertions.”,Fake
929,Chlorine dioxide kits sold online under various “MMS” names — Miracle Mineral Solution,Fake
930,The new coronavirus contains HIV “insertions” and shows signs of being created in a lab.,Fake
931,The new coronavirus can be cured by drinking one bowl of freshly boiled garlic water.,Fake
932,Bill Gates helped fund a patent for coronavirus.,Fake
933,Scientists from Australia create the first vaccine for novel coronavirus,Fake
934,“When using a medical mask,Fake
935,Scientists claim the Wuhan coronavirus is an HIV-1 engineered “super weapon.”,Fake
936,The coronavirus is “a military bio-weapon developed by China’s Army.”,Fake
937,Charles Lieber,Fake
938,The novel coronavirus is not a new virus.,Fake
939,The coronavirus isn’t new because “Lysol has it listed as one of the viruses it kills.”,Fake
940,The coronavirus was called a “plague” by the WHO; 2.9 million were infected and 950,Fake
941,Coronavirus SARS-CoV-2 is a weapon developed in a chinese lab.,Fake
942,We did a Q&A on the facts about the coronavirus.,Fake
943,“Cocaine kills coronavirus,Fake
944,Coronavirus hits a 15% fatality rate.,Fake
945,Romania developed a coronavirus vaccine able to cure white people only.,Fake
946,Coronavirus is in Des Moines. (Jan. 29),Fake
947,Scripps urgent care in San Diego is on lockdown,Fake
948,Bill Gates predicted and simulated the COVID-19 pandemic.,Fake
949,Bats and snakes are responsible of the spread of SARS-CoV-2,Fake
950,“Clorox bottle claimed it could kill (the 2019 coronavirus)… before it was developed.”,Fake
951,Drinking a bleach solution will prevent you from getting the coronavirus.,Fake
952,KNUST students discover vaccine for coronavirus and cure patient in Côte d’Ivoire.,Fake
953,“Bill and Melinda gates Foundation & others predicted up to 65 million deaths via coronavirus – in simulation ran 3 months ago”,Fake
954,The coronavirus can be slowed or stopped with the “immediate widespread use of high doses of vitamin C.”,Fake
955,The coronavirus can be slowed or stopped with the “immediate widespread use of high doses of vitamin C.”,Fake
956,10,Fake
957,An explosion that occurred in Wuhan,Fake
958,A “Chinese spy team” working in a Canadian government lab sent “pathogens to the Wuhan facility” prior to the coronavirus outbreak.,Fake
959,China “stole coronavirus from Canada and weaponized it into a Bioweapon.”,Fake
960,The Chinese Communist Party “will finally admit that the real source of the coronavirus is from ‘a lab in Wuhan’ linked to its covert biological weapon programs.”,Fake
961,“In ‘Resident Evil’ the Umbrella Corporation releases a virus that infects the people of Raccoon City. A biological research lab with the exact same logo as the Umbrella Corporation can be found in the city where the coronavirus outbreak originated.”,Fake
962,A post says the coronavirus can be slowed or stopped with the “immediate widespread use of high doses of vitamin C.”,Fake
963,Event 201 “gave out stuffed souvenir coronavirus toys” to “commemorate” novel coronavirus outbreak.,Fake
964,10,Fake
965,A post says the coronavirus can be slowed or stopped with the “immediate widespread use of high doses of vitamin C.”,Fake
966,A spray could protect against the coronavirus outbreak.,Fake
967,Authorities have identified that the international chemical-warfare terrorist ‘Samuel Whitcomb Hyde’ is behind the deadly China ‘coronavirus.’”,Fake
968,A tabletop exercise using a model of the current outbreak “predicted” 65 million people could die from the coronavirus.,Fake
969,The SARS-CoV-2 was created in 2003 in the United States.,Fake
970,“So let me get this straight about this virus. It’s “new” yet it was lab created and patented in 2015 (in development since 03’).,Fake
971,That the China-centered coronavirus had infected 2.8 million people and killed 112,Fake
972,“The new fad disease called the ‘coronavirus’ is sweeping headlines. Funny enough,Fake
973,“So let me get this straight about this virus. It’s ‘new’ yet it was lab created and patented in 2015 (in development since 03’).”,Fake
974,A 2015 research article about a lab-made coronavirus referred to the current outbreak.,Fake
975,There’s a ‘coronavirus patent’,Fake
976,“So let me get this straight about this virus. It’s “new” yet it was lab created and patented in 2015 (in development since 03’).”,Fake
977,“[The coronavirus is] ‘new’ yet it was lab-created and patented in 2015”.,Fake
978,“There’s magically already a vaccine available.”,Fake
979,“A patent on this ‘new’ coronavirus expired on the 22nd (of January),Fake
980,“There’s magically already a vaccine available.”,Fake
981,“There’s magically already a vaccine available.”,Fake
982,The coronavirus was created in a lab and patented.,Fake
983,LGBT: Covid-19 forced me back home where I'm 'unwanted',Real
984,Coronavirus: Brazil now fourth-highest nation in Covid-19 deaths,Real
985,India coronavirus: Children portray Covid-19 and lockdown,Real
986,Coronavirus: How Turkey took control of Covid-19 emergency,Real
987,Mumbai: How Covid-19 has ravaged India's richest city,Real
988,The groundbreaking way to search lungs for Covid-19,Real
989,Moscow more than doubles city's Covid-19 death toll,Real
990,Social distancing: When extreme weather and coronavirus collide,Real
991,How coronavirus tore through Britain's ethnic minorities,Real
992,Coronavirus: Iran fears second wave after surge in cases,Real
993,Coronavirus and poverty: Is there a link?,Real
994,Souza out of UFC 249 after testing positive for coronavirus,Real
995,Coronavirus: How South Korea 'crushed' the curve,Real
996,"Coronavirus: WHO warns 190,000 could die in Africa in one year",Real
997,Coronavirus: Israel turns surveillance tools on itself,Real
998,Coronavirus: Trump terminates US relationship with WHO,Real
999,Rory McIlroy: NI golfer criticises US President Donald Trump over handling of coronavirus crisis,Real
1000,Coronavirus could cost top-flight European clubs £3.5bn,Real
1001,'B' teams or partner clubs back on the agenda? Clubs may have to 'share resources' to survive,Real
1002,Super Rugby mini-series planned in NZ as sport resumption nears,Real
1003,Coronavirus: Over 40 Covid-19 cases traced to church service in Germany,Real
1004,Coronavirus: WHO halts trials of hydroxychloroquine over safety fears,Real
1005,"Trump drug hydroxychloroquine raises death risk in Covid patients, study says",Real
1006,Slovenia cyclists hold anti-government protest,Real
1007,Coronavirus: Two Rohingya test positive in refugee camp,Real
1008,Coronavirus: Rugby league returns to Australia despite Covid-19 fears,Real
1009,Coronavirus: Zambia sex workers praised for contact tracing,Real
1010,Premier League confirms one positive coronavirus test,Real
1011,Coronavirus: What's going wrong in Sweden's care homes?,Real
1012,Nurse: 'I was shunned over coronavirus fears',Real
1013,Hudson-Odoi returns to Chelsea training after arrest,Real
1014,Coronavirus: France's first known case 'was in December',Real
1015,Coronavirus: Nightmare spreads through Russia's care homes,Real
1016,Coronavirus: Thanking healthcare workers worldwide,Real
1017,Week in pictures: 9-15 May 2020,Real
1018,Formula 1's cost-cutting proposals approved by FIA,Real
1019,German Bundesliga: Season resumes after coronavirus shutdown,Real
1020,Bundesliga players reminded to respect social distancing guidelines,Real
1021,Coronavirus: World Health Organization members agree coronavirus response probe,Real
1022,Demands grow for 'green industrial revolution',Real
1023,UFC in Jacksonville: Looking back at landmark week as MMA bounces back,Real
1024,"We will have summer tourist season, promises EU",Real
1025,Coronavirus: Broadway actor Nick Cordero wakes from coma,Real
1026,Six positive coronavirus tests in Premier League,Real
1027,Coronavirus: Protective badges and cannabis claims fact-checked,Real
1028,Coronavirus mutation effect 'unclear',Real
1029,Coronavirus: Immune clue sparks treatment hope,Real
1030,Bundesliga: Dynamo Dresden return two more positive coronavirus tests,Real
1031,Non-US golfers will have to quarantine before PGA Tour resumes,Real
1032,In pictures: Indigenous nurse on frontline in virus fight,Real
1033,NBA legend Ewing reveals positive coronavirus test,Real
1034,Coronavirus: Chile's president says healthcare system 'very close to the limit',Real
1035,"Coronavirus: Greece to reopen tourism season in June, PM says",Real
1036,Coronavirus: Sweden's Tegnell admits too many died,Real
1037,New Zealand great Carter joins Auckland's Blues,Real
1038,"If there are no fans at Premier League games next season, which club would suffer most?",Real
1039,Coronavirus in South Africa: Eight lessons for the rest of the continent,Real
1040,Coronavirus: Austrian president 'sorry' for breaking lockdown curfew,Real
1041,Coronavirus: Bill Gates ‘microchip’ conspiracy theory and other vaccine claims fact-checked,Real
1042,Ramsey to Man Utd in Pogba swap deal - gossip,Real
1043,How Europe's art world is welcoming back visitors,Real
1044,Our masked identities: Cartoons of India's new normal,Real
1045,JC Penney: US department store files for bankruptcy,Real
1046,McIlroy's caddie goes into US quarantine before PGA Tour return,Real
1047,Watford's Mariappa confirms he has coronavirus,Real
1048,What will emerge when post-WW2 order ends?,Real
1049,"Kim Jong-un: No signs of heart surgery, says South Korean intelligence",Real
1050,Coronavirus: WTO head steps down a year early as downturn looms,Real
1051,Coronavirus: Joe Biden emerges from quarantine on Memorial Day,Real
1052,Coronavirus vaccine: AstraZeneca boosts potential supply to 2bn,Real
1053,'Crime' to stage Ryder Cup without fans - US captain Stricker,Real
1054,Week in pictures: 16-22 May 2020,Real
1055,Medics call for action on social media Covid-19 'infodemic',Real
1056,Coronavirus: Apprentice star's ads banned over Covid-19 claims,Real
1057,Coronavirus: Germany divided as states lift lockdown,Real
1058,Coronavirus: Photographers' children's lives in lockdown,Real
1059,Dark web scammers exploit Covid-19 fear and doubt,Real
1060,Covid-19 brings remote medicine revolution to the UK,Real
1061,Coronavirus: Twitter will label Covid-19 fake news,Real
1062,How coronavirus is changing NHS technology,Real
1063,Man sentenced to death in Singapore via Zoom,Real
1064,Walker says he feels 'harassed' after lockdown breach reports,Real
1065,Oil collapse: 'Right now everything I have is shut down',Real
1066,Online child abuse rising during lockdown warn police,Real
1067,George Floyd death: Trump's church visit shocks religious leaders,Real
1068,Fortnite announces new ‘party royale’ as players reach 350 million,Real
1069,Mexico receives ventilator shipment from US,Real
1070,Iranian scientist acquitted of stealing research deported by US,Real
1071,Coronavirus: Why Merkel may help fund Europe's recovery plan,Real
1072,Championship Covid-19 testing: Nine people test positive,Real
1073,Formula 1 season to start with eight races in Europe,Real
1074,Coronavirus: A4-sized face shields 'too narrow' for PPE,Real
1075,Policeman's video helps locate long-lost father,Real
1076,Coronavirus: Lockdown eased in Moscow after nine weeks,Real
1077,Coronavirus: US accuses China of hacking coronavirus research,Real
1078,Athletes back Olympic Federation of Ireland call for Covid-19 restrictions to be eased to assist Irish Olympians,Real
1079,Backlash in China after front-line doctor dies,Real
1080,Nathan Blake: Football's return amid coronavirus 'crazy',Real
1081,Coronavirus and OCD: 'I spent 20 years preparing',Real
1082,Coronavirus: The human cost of virus misinformation,Real
1083,Does warmer weather slow coronavirus?,Real
1084,Coronavirus updates: All 50 US states have now eased coronavirus restrictions,Real
1085,"WATCH: Coronavirus daily update: May 7, 2020",Real
1086,"WATCH: Coronavirus daily update: May 04, 2020",Real
1087,Coronavirus strikes staffers inside the White House,Real
1088,"WATCH: Coronavirus daily update: May 11, 2020",Real
1089,"WATCH: Coronavirus daily update: May 08, 2020",Real
1090,"WATCH: Coronavirus daily update: May 21, 2020",Real
1091,"WATCH: Coronavirus daily update: May 22, 2020",Real
1092,What's your state's coronavirus reopening plan?,Real
1093,How coronavirus changed the economy in April,Real
1094,"WATCH: Coronavirus daily update: May 5, 2020",Real
1095,"WATCH: Coronavirus daily update: May 13, 2020",Real
1096,"WATCH: Coronavirus daily update: May 19, 2020",Real
1097,"WATCH: Coronavirus daily update: May 20, 2020",Real
1098,"WATCH: Coronavirus daily update: May 26, 2020",Real
1099,"WATCH: Coronavirus daily update: May 28, 2020",Real
1100,"WATCH: Coronavirus daily update: May 18, 2020",Real
1101,"WATCH: Coronavirus daily update: May 15, 2020",Real
1102,"WATCH: Coronavirus daily update: May 06, 2020",Real
1103,"WATCH: Coronavirus daily update: May 29, 2020",Real
1104,"WATCH: Coronavirus daily update: May 27, 2020",Real
1105,"WATCH: Coronavirus daily update: June 01, 2020",Real
1106,Coronavirus updates: New York tourist arrested in Hawaii after posting beach photos,Real
1107,3.2 million more people file for unemployment,Real
1108,Coronavirus updates: TSA to require employees to wear 'facial protection',Real
1109,Vehicle theft spikes in COVID-19 pandemic,Real
1110,US unemployment rate fell to 13.3% in May,Real
1111,Oregon's 1st coronavirus patient released after months in the hospital,Real
1112,Coronavirus government updates: Trump presses states while conceding 100K deaths,Real
1113,Coronavirus updates: Oregon Supreme Court reinstates COVID-19 restrictions,Real
1114,Coronavirus government response: Trump hits whistleblower testifying warnings ignored,Real
1115,Coronavirus government response updates: Pence: Not taking hydroxychloroquine,Real
1116,Coronavirus updates: 15 children hospitalized in NYC with mysterious syndrome,Real
1117,Coronavirus government response updates: Trump to appoint 2 vaccine officials,Real
1118,House expected to approve voting by proxy for coronavirus pandemic,Real
1119,"As coronavirus rolls on, Republicans hit 'pause' on new aid",Real
1120,Aide to VP Pence tests positive for coronavirus,Real
1121,Coronavirus updates: Symptomatic hair stylist potentially exposes dozens of people,Real
1122,Having high blood pressure may make coronavirus more dangerous,Real
1123,Government response updates: Trump valet tests positive for coronavirus,Real
1124,Coronavirus government response: Trump downplays model showing deaths doubling,Real
1125,Health workers badly hit as Russia becomes coronavirus hotspot,Real
1126,New data suggests Russia's coronavirus deaths higher than reported,Real
1127,Coronavirus government response updates: Trump names 'Operation Warp Speed' leaders,Real
1128,Coronavirus government response: Pelosi defends slamming Trump over unproven drug,Real
1129,WH coronavirus response coordinator pressed on Memorial Day reopening guidance,Real
1130,"Tuesday primaries, amid dual crises, restart election transformed by coronavirus",Real
1131,"Trump administration indefinitely extends US border restrictions, citing coronavirus",Real
1132,Tribes to see some coronavirus relief money after a month,Real
1133,Another coronavirus case in soccer before key meeting,Real
1134,Senate should improve House coronavirus package: Sen. Bernie Sanders,Real
1135,Coronavirus government response: Trump rejects Fauci's caution on reopening schools,Real
1136,"Coronavirus updates: Global COVID-19 death toll surpasses 275,000",Real
1137,"Coronavirus updates: Milwaukee order allows salons, malls, playgrounds to reopen",Real
1138,"Ousted official files whistleblower complaint, alleges coronavirus warnings ignored",Real
1139,Coronavirus vaccine update: Possible by the end of the year?,Real
1140,Coronavirus government response: Good news eludes Trump after launch scrubbed,Real
1141,Coronavirus updates: Trump says US ending relationship with WHO,Real
1142,Coronavirus updates: Trump says US ending relationship with WHO,Real
1143,Coronavirus updates: 'We'll never be completely open until we have a cure',Real
1144,"10 cases, 2 weeks, 1 Supreme Court holding phone arguments",Real
1145,Bringing America Back: The state of airport testing and more to know,Real
1146,Coronavirus updates: Police arrest woman for selling non-approved COVID-19 test kits,Real
1147,Coronavirus vaccine tests show promise in early human testing: Lab study,Real
1148,Coronavirus updates: Pandemic hits grim milestone as global cases top 5 million,Real
1149,"New guidance permits dentists to reopen, but some still harbor coronavirus fears",Real
1150,"Trump doubles up with Maryland, Virginia Memorial Day events",Real
1151,"Coronavirus updates: McDonald's employees shot over COVID-19 restrictions, police say",Real
1152,Images of fuller flights amid COVID-19 pandemic renew calls for federal action,Real
1153,COVID-19 data sharing with law enforcement sparks concern,Real
1154,"In 1st major trip in months, Trump to travel to Arizona to observe mask production",Real
1155,Coronavirus updates: Trump and Pence to maintain distance from each other,Real
1156,"Coronavirus updates: Blood clots clogged lungs of black COVID-19 victims, study says",Real
1157,How herd immunity may protect us from COVID-19,Real
1158,US seeing the cost of late unemployment benefits,Real
1159,How herd immunity may protect us from COVID-19,Real
1160,Coronavirus updates: Latin America's top airline files for US bankruptcy protection,Real
1161,Coronavirus cases in nation's capital reveal a tale of 2 cities,Real
1162,"Coronavirus updates: COVID-19 study aims to vaccinate over 10,000 adults and children",Real
1163,"Mike Pence calls for coronavirus testing of all nursing home residents, staff",Real
1164,Coronavirus updates: Mystery aboard US Navy ship as 13 sailors test positive again,Real
1165,Border wall construction plows through southwestern US undeterred by COVID-19,Real
1166,Coronavirus updates: White House considers new measures after staffers test positive,Real
1167,"Coronavirus updates: COVID-19 cases among US health care workers top 62,000",Real
1168,Coronavirus updates: Houston sees some 300 social distancing complaints over weekend,Real
1169,"WATCH: Latest updates on COVID-19: June 3, 2020",Real
